,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Length,Producer(s)_1,Producer(s)_2,Producer(s)_3,Producer(s)_4,Producer(s)_5,Producer(s)_6,Producer(s)_7,Producer(s)_8,Released,Songwriter(s)_1,Songwriter(s)_10,Songwriter(s)_11,Songwriter(s)_12,Songwriter(s)_13,Songwriter(s)_14,Songwriter(s)_15,Songwriter(s)_16,Songwriter(s)_17,Songwriter(s)_18,Songwriter(s)_19,Songwriter(s)_2,Songwriter(s)_20,Songwriter(s)_21,Songwriter(s)_22,Songwriter(s)_23,Songwriter(s)_24,Songwriter(s)_3,Songwriter(s)_4,Songwriter(s)_5,Songwriter(s)_6,Songwriter(s)_7,Songwriter(s)_8,Songwriter(s)_9,artist,index,link,rank,title,year
144,,,,,,,,2:38,Joe Reisman,,,,,,,,1954,Al Hoffman,,,,,,,,,,,Dick Manning,,,,,,Bix Reichner,,,,,,,Perry Como,24,https://en.wikipedia.org/wiki/Papa_Loves_Mambo,25,"""Papa Loves Mambo""",1954
145,Rhythm and blues,,,,,,,2:59,,,,,,,,,April 1954 (1954-04),Charles E. Calhoun a.k.a. Jesse Stone,,,,,,,,,,,,,,,,,,,,,,,,Bill Haley & His Comets,25,"https://en.wikipedia.org/wiki/Shake,_Rattle_and_Roll",26,"""Shake, Rattle and Roll""",1954
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tony Martin,29,https://en.wikipedia.org/wiki/Here_(1954_song),30,"""Here""",1954
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perez Prado,0,https://en.wikipedia.org/wiki/Cherry_Pink_And_Apple_Blossom_White,1,"""Cherry Pink And Apple Blossom White""",1955
151,Rock and roll,Rockabilly,,,,,,2:08 (see length variations),Milt Gabler[5],,,,,,,,"May 10, 1954 (1954-05-10), NYC[2] and again in May 1955",Max C. Freedman,,,,,,,,,,,James E. Myers (as Jimmy DeKnight),,,,,,,,,,,,,Bill Haley & His Comets,1,https://en.wikipedia.org/wiki/Rock_Around_the_Clock,2,"""Rock Around the Clock""",1955
152,American folk song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitch Miller,2,https://en.wikipedia.org/wiki/The_Yellow_Rose_of_Texas_(song),3,"""The Yellow Rose of Texas""",1955
153,,,,,,,,,,,,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,Roger Williams,3,https://en.wikipedia.org/wiki/Autumn_Leaves_(1945_song),4,"""Autumn Leaves""",1955
154,Blue-eyed soul,,,,,,,3:36,Bill Medley (uncredited),,,,,,,,"July 17, 1965",Music: Alex North,,,,,,,,,,,Lyrics: Hy Zaret,,,,,,,,,,,,,Les Baxter,4,https://en.wikipedia.org/wiki/Unchained_Melody,5,"""Unchained Melody""",1955
155,,,,,,,,2:23,,,,,,,,,,George Bruns music,,,,,,,,,,,Thomas W. Blackburn lyrics,,,,,,,,,,,,,Bill Hayes,5,https://en.wikipedia.org/wiki/The_Ballad_of_Davy_Crockett,6,"""The Ballad of Davy Crockett""",1955
158,Rock and roll,,,,,,,2:16,,,,,,,,,14 April 1955,"Antoine Domino, Dave Bartholomew",,,,,,,,,,,,,,,,,,,,,,,,Pat Boone,8,https://en.wikipedia.org/wiki/Ain%27t_That_a_Shame,9,"""Ain't That a Shame""",1955
159,Rhythm and blues,,,,,,,3:07,,,,,,,,,1955 (1955),Johnny Otis,,,,,,,,,,,Hank Ballard,,,,,,Etta James,,,,,,,Georgia Gibbs,9,"https://en.wikipedia.org/wiki/The_Wallflower_(Dance_with_Me,_Henry)",10,"""The Wallflower (Dance with Me, Henry)""",1955
167,Barbershop music,Traditional pop,,,,,,2:22,Archie Bleyer,,,,,,,,October 1954,Pat Ballard,,,,,,,,,,,,,,,,,,,,,,,,The Chordettes,17,https://en.wikipedia.org/wiki/Mr._Sandman,18,"""Mr. Sandman""",1955
169,,,,,,,,,,,,,,,,,,"Howard Barnes, Harold Cornelius, Dominic John",,,,,,,,,,,,,,,,,,,,,,,,Nat King Cole,19,https://en.wikipedia.org/wiki/A_Blossom_Fell,20,"""A Blossom Fell""",1955
170,Blue-eyed soul,,,,,,,3:36,Bill Medley (uncredited),,,,,,,,"July 17, 1965",Music: Alex North,,,,,,,,,,,Lyrics: Hy Zaret,,,,,,,,,,,,,Al Hibbler,20,https://en.wikipedia.org/wiki/Unchained_Melody,21,"""Unchained Melody""",1955
171,,,,,,,,2:23,,,,,,,,,,George Bruns music,,,,,,,,,,,Thomas W. Blackburn lyrics,,,,,,,,,,,,,Fess Parker,21,https://en.wikipedia.org/wiki/The_Ballad_of_Davy_Crockett,22,"""The Ballad of Davy Crockett""",1955
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art Mooney,22,https://en.wikipedia.org/wiki/Art_Mooney,23,"""Honey Babe""",1955
173,,,,,,,,2:23,,,,,,,,,,George Bruns music,,,,,,,,,,,Thomas W. Blackburn lyrics,,,,,,,,,,,,,Tennessee Ernie Ford,23,https://en.wikipedia.org/wiki/The_Ballad_of_Davy_Crockett,24,"""The Ballad of Davy Crockett""",1955
174,Big band,Traditional pop,,,,,,2:40,,,,,,,,,1955,"Forest Gene Wilson, Jake Porter, Eunice Levy",,,,,,,,,,,,,,,,,,,,,,,,Perry Como,24,https://en.wikipedia.org/wiki/Ko_Ko_Mo_(I_Love_You_So),25,"""Ko Ko Mo (I Love You So)""",1955
175,,,,,,,,,,,,,,,,,,Jack Segal,,,,,,,,,,,,,,,,,,,,,,,,Gisele MacKenzie,25,https://en.wikipedia.org/wiki/Hard_to_Get_(song),26,"""Hard to Get""",1955
177,,,,,,,,,,,,,,,,,,Fritz Rotter a.k.a. M. Rotha,,,,,,,,,,,,,,,,,,,,,,,,Jaye P. Morgan,27,https://en.wikipedia.org/wiki/That%27s_All_I_Want_from_You,28,"""That's All I Want from You""",1955
178,Doo-wop,,,,,,,2:36,,,,,,,,,May 1955,Buck Ram,,,,,,,,,,,,,,,,,,,,,,,,The Platters,28,https://en.wikipedia.org/wiki/Only_You_(And_You_Alone),29,"""Only You (And You Alone)""",1955
180,Blues,Rockabilly,Rock and roll,,,,,2:08,Steve Sholes,,,,,,,,"January 27, 1956 (1956-01-27)",Mae Boren Axton,,,,,,,,,,,Thomas Durden,,,,,,,,,,,,,Elvis Presley,0,https://en.wikipedia.org/wiki/Heartbreak_Hotel,1,"""Heartbreak Hotel""",1956
181,Rock and roll,,,,,,,2:04,Stephen H. Sholes,Elvis Presley,,,,,,,"July 13, 1956",Otis Blackwell,,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,1,https://en.wikipedia.org/wiki/Don%27t_Be_Cruel,2,"""Don't Be Cruel""",1956
183,Pop,,,,,,,2:48,Buck Ram,,,,,,,,July 1956,"Georges Boulanger, Carlos Gomez Barrera Jimmy Kennedy",,,,,,,,,,,,,,,,,,,,,,,,The Platters,3,https://en.wikipedia.org/wiki/My_Prayer,4,"""My Prayer""",1956
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gogi Grant,4,https://en.wikipedia.org/wiki/The_Wayward_Wind,5,"""The Wayward Wind""",1956
185,,,,,,,,,,,,,,,,,,Marguerite Monnot,,,,,,,,,,,,,,,,,,,,,,,,Les Baxter,5,https://en.wikipedia.org/wiki/The_Poor_People_of_Paris,6,"""The Poor People of Paris""",1956
186,Popular music,Schlager,,,,,,,,,,,,,,,1956,,,,,,,,,,,,,,,,,,,,,,,,,Doris Day,6,"https://en.wikipedia.org/wiki/Que_Sera,_Sera_(Whatever_Will_Be,_Will_Be)",7,"""Que Sera, Sera (Whatever Will Be, Will Be)""",1956
187,Blues,,,,,,,2:52,Johnny Otis,,,,,,,,March 1953 (1953-03),Jerry Leiber and Mike Stoller,,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,7,https://en.wikipedia.org/wiki/Hound_Dog_(song),8,"""Hound Dog""",1956
188,Traditional pop,,,,,,,2:15,,,,,,,,,1955,"Terry Gilkyson, Richard Dehr & Frank Miller",,,,,,,,,,,,,,,,,,,,,,,,Dean Martin,8,https://en.wikipedia.org/wiki/Memories_Are_Made_of_This,9,"""Memories Are Made of This""",1956
189,Vocal music,,,,,,,,,,,,,,,,December 1955,"Shorty Allen, Roy Alfred",,,,,,,,,,,,,,,,,,,,,,,,Kay Starr,9,https://en.wikipedia.org/wiki/(The)_Rock_and_Roll_Waltz,10,"""(The) Rock and Roll Waltz""",1956
191,Rhythm and blues,Doo-wop,,,,,,2:36,Buck Ram,,,,,,,,"November 3, 1955",Buck Ram,,,,,,,,,,,,,,,,,,,,,,,,The Platters,11,https://en.wikipedia.org/wiki/The_Great_Pretender,12,"""The Great Pretender""",1956
192,Rhythm and blues,,,,,,,,,,,,,,,,,Ivory Joe Hunter,,,,,,,,,,,,,,,,,,,,,,,,Pat Boone,12,https://en.wikipedia.org/wiki/I_Almost_Lost_My_Mind,13,"""I Almost Lost My Mind""",1956
193,Ballad,,,,,,,2:37,Steve Sholes,,,,,,,,"May 12, 1956 (1956-05-12)","Tom Hamilton (uncredited) Maurice Mysels, Ira Kosloff",,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,13,"https://en.wikipedia.org/wiki/I_Want_You,_I_Need_You,_I_Love_You",14,"""I Want You, I Need You, I Love You""",1956
194,Pop,,,,,,,2:41,Ernie Oelhrich,Thorne Norgar,,,,,,,"September 28, 1956",Music: George R. Poulton,,,,,,,,,,,"Lyrics: Ken Darby (uncredited, credited to Elvis Presley & Vera Matson)",,,,,,,,,,,,,Elvis Presley,14,https://en.wikipedia.org/wiki/Love_Me_Tender_(song),15,"""Love Me Tender""",1956
195,Novelty,Pop,,,,,,,,,,,,,,,,"Al Hoffman, Dick Manning",,,,,,,,,,,,,,,,,,,,,,,,Perry Como,15,https://en.wikipedia.org/wiki/Hot_Diggity_(Dog_Ziggity_Boom),16,"""Hot Diggity (Dog Ziggity Boom)""",1956
196,Pop,,,,,,,,,,,,,,,,July 1956,"Eddie Heywood, Norman Gimbel",,,,,,,,,,,,,,,,,,,,,,,,Eddie Heywood & Hugo Winterhalter,16,https://en.wikipedia.org/wiki/Canadian_Sunset,17,"""Canadian Sunset""",1956
197,Rockabilly,Rock and roll,,,,,,2:14,Sam Phillips,,,,,,,,"January 1, 1956 (1956-01-01)",Carl Perkins,,,,,,,,,,,,,,,,,,,,,,,,Carl Perkins,17,https://en.wikipedia.org/wiki/Blue_Suede_Shoes,18,"""Blue Suede Shoes""",1956
198,Rock and roll,Pop,,,,,,,,,,,,,,,1956,"Bob Davie, Marvin Moore",,,,,,,,,,,,,,,,,,,,,,,,Jim Lowe,18,https://en.wikipedia.org/wiki/Green_Door,19,"""Green Door""",1956
200,Rhythm and blues,,,,,,,"


3:05 (Part 1)
2:32 (Part 2)


",,,,,,,,,1956 (1956),Bill Doggett,,,,,,,,,,,Shep Shepherd,,,,,,Clifford Scott,Billy Butler,,,,,,Bill Doggett,20,https://en.wikipedia.org/wiki/Honky_Tonk_(instrumental),21,"""Honky Tonk""",1956
202,,,,,,,,,Sun Records,,,,,,,,1952,Johnny Bragg and Robert Riley (two prisoners at Tennessee State Prison in Nashville),,,,,,,,,,,,,,,,,,,,,,,,Johnnie Ray,22,https://en.wikipedia.org/wiki/Just_Walkin%27_in_the_Rain,23,"""Just Walkin' in the Rain""",1956
203,Pop rock,,,,,,,2:53,,,,,,,,,June 1956,"Al Hoffman, Dick Manning",,,,,,,,,,,,,,,,,,,,,,,,Patti Page,23,https://en.wikipedia.org/wiki/Allegheny_Moon,24,"""Allegheny Moon""",1956
204,Rhythm and blues,,,,,,,,Dave Bartholomew,,,,,,,,March 1956 (1956-03),* Dave Bartholomew* Fats Domino,,,,,,,,,,,,,,,,,,,,,,,,Fats Domino,24,https://en.wikipedia.org/wiki/I%27m_in_Love_Again_(song),25,"""I'm in Love Again""",1956
205,,,,,,,,,,,,,,,,,1926,"Billy Rose, Lee David",,,,,,,,,,,,,,,,,,,,,,,,Patience and Prudence,25,https://en.wikipedia.org/wiki/Tonight_You_Belong_to_Me,26,"""Tonight You Belong to Me""",1956
206,Rockabilly,,,,,,,2:34,,,,,,,,,1956,"Gene Vincent, Donald Graves, Bill ""Sheriff Tex"" Davis",,,,,,,,,,,,,,,,,,,,,,,,Gene Vincent,26,https://en.wikipedia.org/wiki/Be-Bop-A-Lula,27,"""Be-Bop-A-Lula""",1956
207,Doo wop,Rock and roll,,,,,,2:20,,,,,,,,,"January 10, 1956","Frankie Lymon, Herman Santiago, Jimmy Merchant",,,,,,,,,,,,,,,,,,,,,,,,Frankie Lymon and the Teenagers,27,https://en.wikipedia.org/wiki/Why_Do_Fools_Fall_in_Love_(song),28,"""Why Do Fools Fall in Love""",1956
209,Mashup,Novelty,,,,,,4:17,,,,,,,,,July 1956,Bill Buchanan,,,,,,,,,,,Dickie Goodman,,,,,,,,,,,,,Buchanan & Goodman,29,https://en.wikipedia.org/wiki/The_Flying_Saucer_(song),30,"""The Flying Saucer""",1956
212,Rock and roll,,,,,,,2:45,Milt Gabler,,,,,,,,"February 1, 1956",Robert Guidry,,,,,,,,,,,,,,,,,,,,,,,,Bill Haley & His Comets,32,https://en.wikipedia.org/wiki/See_You_Later_Alligator,33,"""See You Later Alligator""",1956
214,Musical theatre,,,,,,,,,,,,,,,,1956 (1956),Composer: Frederick Loewe,,,,,,,,,,,Lyricist: Alan Jay Lerner,,,,,,,,,,,,,Vic Damone,34,https://en.wikipedia.org/wiki/On_the_Street_Where_You_Live,35,"""On the Street Where You Live""",1956
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Platters,35,https://en.wikipedia.org/wiki/The_Platters,36,"""(You've Got) The Magic Touch""",1956
216,Traditional pop,,,,,,,2:46,,,,,,,,,June 1956,Don Robertson,,,,,,,,,,,,,,,,,,,,,,,,The Chordettes,36,https://en.wikipedia.org/wiki/Born_to_Be_with_You_(song),37,"""Born to Be with You""",1956
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Cherry,37,https://en.wikipedia.org/wiki/Band_of_Gold_(1955_song),38,"""Band of Gold""",1956
219,Rock and roll,,,,,,,2:31,Mitch Miller,,,,,,,,October 1956,Melvin Endsley,,,,,,,,,,,,,,,,,,,,,,,,Guy Mitchell,39,https://en.wikipedia.org/wiki/Singing_the_Blues,40,"""Singing the Blues""",1956
220,Rock and roll,Rhythm and blues,,,,,,2:28,,,,,,,,,1956,"Vincent Rose, Larry Stock, Al Lewis",,,,,,,,,,,,,,,,,,,,,,,,Fats Domino,40,https://en.wikipedia.org/wiki/Blueberry_Hill_(song),41,"""Blueberry Hill""",1956
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Robertson,42,https://en.wikipedia.org/wiki/Don_Robertson_(songwriter),43,"""The Happy Whistler""",1956
223,Easy listening,,,,,,,3:07,,,,,,,,,1956,Cole Porter,,,,,,,,,,,,,,,,,,,,,,,,Bing Crosby & Grace Kelly,43,https://en.wikipedia.org/wiki/True_Love_(Cole_Porter_song),44,"""True Love""",1956
224,Rock and roll,,,,,,,2:10,Robert Blackwell,,,,,,,,March 1956,"Enotris Johnson, Robert Blackwell, Richard Penniman",,,,,,,,,,,,,,,,,,,,,,,,Little Richard,44,https://en.wikipedia.org/wiki/Long_Tall_Sally,45,"""Long Tall Sally""",1956
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresa Brewer,45,https://en.wikipedia.org/wiki/Teresa_Brewer,46,"""A Sweet Old Fashioned Girl""",1956
228,,,,,,,,,,,,,,,,,1956 (1956),"Eugene Randolph, Dorian Burton",,,,,,,,,,,,,,,,,,,,,,,,Teresa Brewer,48,https://en.wikipedia.org/wiki/A_Tear_Fell,49,"""A Tear Fell""",1956
229,American folk music,,,,,,,1:48,John A. Lomax,,,,,,,,1930 (1930)s,see text,,,,,,,,,,,,,,,,,,,,,,,,Lonnie Donegan,49,https://en.wikipedia.org/wiki/Rock_Island_Line_(song),50,"""Rock Island Line""",1956
230,Rock and roll,Rhythm and blues,Rockabilly,,,,,1:57,,,,,,,,,"March 22, 1957 (1957-03-22)",Otis Blackwell,,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,0,https://en.wikipedia.org/wiki/All_Shook_Up,1,"""All Shook Up""",1957
231,,,,,,,,,,,,,,,,,1931 (1931),,,,,,,,,,,,,,,,,,,,,,,,,Pat Boone,1,https://en.wikipedia.org/wiki/Love_Letters_in_the_Sand,2,"""Love Letters in the Sand""",1957
232,Rock,Doo-wop,,,,,,2:05[1],,,,,,,,,"February 8, 1957",Maurice Williams,,,,,,,,,,,,,,,,,,,,,,,,The Diamonds,2,https://en.wikipedia.org/wiki/Little_Darlin%27,3,"""Little Darlin'""",1957
233,,,,,,,,,,,,,,,,,1956 (1956),"Ric Cartey, Carole Joyner",,,,,,,,,,,,,,,,,,,,,,,,Tab Hunter,3,https://en.wikipedia.org/wiki/Young_Love_(1956_song),4,"""Young Love""",1957
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jimmy Dorsey,4,https://en.wikipedia.org/wiki/Jimmy_Dorsey,5,"""So Rare""",1957
235,Pop,,,,,,,,,,,,,,,,1957 (1957),Charles Singleton,,,,,,,,,,,,,,,,,,,,,,,,Pat Boone,5,https://en.wikipedia.org/wiki/Don%27t_Forbid_Me,6,"""Don't Forbid Me""",1957
236,Rock and roll,,,,,,,2:31,Mitch Miller,,,,,,,,October 1956,Melvin Endsley,,,,,,,,,,,,,,,,,,,,,,,,Guy Mitchell,6,https://en.wikipedia.org/wiki/Singing_the_Blues,7,"""Singing the Blues""",1957
237,,,,,,,,,,,,,,,,,1956 (1956),"Ric Cartey, Carole Joyner",,,,,,,,,,,,,,,,,,,,,,,,Sonny James,7,https://en.wikipedia.org/wiki/Young_Love_(1956_song),8,"""Young Love""",1957
238,Rock and roll,Rhythm and blues,,,,,,2:33,,,,,,,,,"January 4, 1957","Lee Rosenberg, Bernard Weinman",,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,8,https://en.wikipedia.org/wiki/Too_Much_(Elvis_Presley_song),9,"""Too Much""",1957
240,Rockabilly,Country,Rock and roll,,,,,,,,,,,,,,March 1957,Felice & Boudleaux Bryant,,,,,,,,,,,,,,,,,,,,,,,,The Everly Brothers,10,https://en.wikipedia.org/wiki/Bye_Bye_Love_(The_Everly_Brothers_song),11,"""Bye Bye Love""",1957
242,Rockabilly,Rock and roll,,,,,,2:12,Norman Petty,,,,,,,,1957,Buddy Knox,,,,,,,,,,,Jimmy Bowen,,,,,,,,,,,,,Buddy Knox,12,https://en.wikipedia.org/wiki/Party_Doll,13,"""Party Doll""",1957
243,Rock and roll,Rhythm and blues,,,,,,1:46,Walter Scharf,,,,,,,,"June 11, 1957 (1957-06-11)","Kal Mann, Bernie Lowe",,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,13,https://en.wikipedia.org/wiki/Teddy_Bear_(song),14,"""Teddy Bear""",1957
244,Mento,,,,,,,3:02,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,Harry Belafonte,14,https://en.wikipedia.org/wiki/Day-O_(The_Banana_Boat_Song),15,"""Day-O (The Banana Boat Song)""",1957
245,Rockabilly,Rock and roll,,,,,,2:35,Jerry Leiber and Mike Stoller,,,,,,,,"September 24, 1957",Jerry Leiber and Mike Stoller,,,,,,,,,,,,,,,,,,,,,,,,Elvis Presley,15,https://en.wikipedia.org/wiki/Jailhouse_Rock_(song),16,"""Jailhouse Rock""",1957
246,Country,Pop,,,,,,,Mitch Miller,,,,,,,,"April 20, 1957",Marty Robbins,,,,,,,,,,,,,,,,,,,,,,,,Marty Robbins,16,https://en.wikipedia.org/wiki/A_White_Sport_Coat,17,"""A White Sport Coat (and a Pink Carnation)""",1957
247,Doo-wop,,,,,,,2:40,,,,,,,,,"December 1956 (Fee Bee)/
January 1957 (Dot Records)",Clarence Quick,,,,,,,,,,,,,,,,,,,,,,,,The Del-Vikings,17,https://en.wikipedia.org/wiki/Come_Go_with_Me,18,"""Come Go with Me""",1957
248,Country,Rockabilly,,,,,,1:57,,,,,,,,,"September 2, 1957",Felice,,,,,,,,,,,Boudleaux Bryant,,,,,,,,,,,,,The Everly Brothers,18,https://en.wikipedia.org/wiki/Wake_Up_Little_Susie,19,"""Wake Up Little Susie""",1957
249,Rhythm and blues,Soul,Traditional pop,,,,,2:41,Bumps Blackwell,,,,,,,,"September 7, 1957",Sam Cooke (mistakenly credited to L.C. Cook),,,,,,,,,,,,,,,,,,,,,,,,Sam Cooke,19,https://en.wikipedia.org/wiki/You_Send_Me,20,"""You Send Me""",1957
250,Rock and roll,,,,,,,2:36,Jerry Leiber and Mike Stoller,,,,,,,,March 1957,Jerry Leiber and Mike Stoller,,,,,,,,,,,,,,,,,,,,,,,,The Coasters,20,https://en.wikipedia.org/wiki/Searchin%27,21,"""Searchin'""",1957
251,Rock and roll,Rhythm and blues,,,,,,2:40,"Leonard, Phil Chess[2]",,,,,,,,March 1957 (1957-03)[1],Chuck Berry,,,,,,,,,,,,,,,,,,,,,,,,Chuck Berry,21,https://en.wikipedia.org/wiki/School_Days_(song),22,"""School Days""",1957
252,,,,,,,,2:17,,,,,,,,,1957,Smokey Rogers,,,,,,,,,,,,,,,,,,,,,,,,Ferlin Husky,22,https://en.wikipedia.org/wiki/Gone_(Ferlin_Husky_song),23,"""Gone""",1957
253,Pop,,,,,,,2:28,,,,,,,,,"July 2, 1957 (July 2, 1957)","Joe Sherman, Paul Anka",,,,,,,,,,,,,,,,,,,,,,,,Paul Anka,23,https://en.wikipedia.org/wiki/Diana_(Paul_Anka_song),24,"""Diana""",1957
254,Rock and roll,,,,,,,2:23,,,,,,,,,"April 27, 1957",David Gillam,,,,,,,,,,,,,,,,,,,,,,,,Ricky Nelson,24,https://en.wikipedia.org/wiki/A_Teenager%27s_Romance,25,"""A Teenager's Romance""",1957
255,Mento,,,,,,,3:02,,,,,,,,,1957,,,,,,,,,,,,,,,,,,,,,,,,,The Tarriers,25,https://en.wikipedia.org/wiki/Day-O_(The_Banana_Boat_Song),26,"""The Banana Boat Song""",1957
256,,,,,,,,,,,,,,,,,,Bob Merrill,,,,,,,,,,,,,,,,,,,,,,,,Jimmie Rodgers,26,https://en.wikipedia.org/wiki/Honeycomb_(song),27,"""Honeycomb""",1957
257,R&b,,,,,,,3:00,,,,,,,,,1955,"Dave ""Curlee"" Williams",,,,,,,,,,,,,,,,,,,,,,,,Jerry Lee Lewis,27,https://en.wikipedia.org/wiki/Whole_Lotta_Shakin%27_Goin_On,28,"""Whole Lotta Shakin' Goin On""",1957
258,Country,Rock and roll,,,,,,,"Fabor Robison, Randy Wood",,,,,,,,March 1957,Ned Miller,,,,,,,,,,,,,,,,,,,,,,,,Gale Storm,28,https://en.wikipedia.org/wiki/Dark_Moon_(song),29,"""Dark Moon""",1957
259,Rock and roll,,,,,,,2:16,Norman Petty[3],,,,,,,,May 1957 (1957-05)[1],"Jerry Allison, Buddy Holly, Norman Petty",,,,,,,,,,,,,,,,,,,,,,,,The Crickets,29,https://en.wikipedia.org/wiki/That%27ll_Be_the_Day,30,"""That'll Be the Day""",1957
260,Rockabilly,,,,,,,2:22,,,,,,,,,January 1957,"Bernie Lowe, Kal Mann",,,,,,,,,,,,,,,,,,,,,,,,Charlie Gracie,30,https://en.wikipedia.org/wiki/Butterfly_(1957_song),31,"""Butterfly""",1957
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankie Laine,31,https://en.wikipedia.org/wiki/Frankie_Laine,32,"""Moonlight Gambler""",1957
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tommy Sands,32,https://en.wikipedia.org/wiki/Tommy_Sands_(entertainer),33,"""Teen-Age Crush""",1957
264,Doo-wop,,,,,,,2:45,"Bob Crewe, Frank Slay",,,,,,,,1957,"Bob Crewe, Frank Slay",,,,,,,,,,,,,,,,,,,,,,,,The Rays,34,https://en.wikipedia.org/wiki/Silhouettes_(song),35,"""Silhouettes""",1957
265,Rockabilly,,,,,,,2:22,,,,,,,,,January 1957,"Bernie Lowe, Kal Mann",,,,,,,,,,,,,,,,,,,,,,,,Andy Williams,35,https://en.wikipedia.org/wiki/Butterfly_(1957_song),36,"""Butterfly""",1957
266,Calypso,,,,,,,,,,,,,,,,,Roaring Lion,,,,,,,,,,,,,,,,,,,,,,,,The Easy Riders,36,https://en.wikipedia.org/wiki/Marianne_(Terry_Gilkyson_song),37,"""Marianne""",1957
267,Rock and roll,,,,,,,2:05,,,,,,,,,"February 23, 1957","Fats Domino, Dave Bartholomew",,,,,,,,,,,,,,,,,,,,,,,,Fats Domino,37,https://en.wikipedia.org/wiki/I%27m_Walkin%27,38,"""I'm Walkin'""",1957
268,Pop,,,,,,,,,,,,,,,,"August 12, 1957",,,,,,,,,,,,,,,,,,,,,,,,,Johnny Mathis,38,https://en.wikipedia.org/wiki/Chances_Are_(song),39,"""Chances Are""",1957
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nat King Cole,39,https://en.wikipedia.org/wiki/Nat_King_Cole,40,"""Send For Me""",1957
271,Rock and roll,,,,,,,2:00,,,,,,,,,"September 16, 1957",Pearl Lendhurst,,,,,,,,,,,,,,,,,,,,,,,,Ricky Nelson,41,https://en.wikipedia.org/wiki/Be-Bop_Baby,42,"""Be-Bop Baby""",1957
272,Rock and roll,,,,,,,2:25,,,,,,,,,1957,Larry Williams,,,,,,,,,,,,,,,,,,,,,,,,Larry Williams,42,https://en.wikipedia.org/wiki/Short_Fat_Fannie,43,"""Short Fat Fannie""",1957
273,Rock and roll,Pop,,,,,,,,,,,,,,,1956,"Bob Davie, Marvin Moore",,,,,,,,,,,,,,,,,,,,,,,,Jim Lowe,43,https://en.wikipedia.org/wiki/Green_Door,44,"""Green Door""",1957
275,Traditional (classic) pop,,,,,,,2:14,Vic Schoen,,,,,,,,"April 23, 1957 (1957-04-23)",Claire Rothrock,,,,,,,,,,,Milton Yakus,,,,,,Allan Jeffrey,,,,,,,Patti Page,45,https://en.wikipedia.org/wiki/Old_Cape_Cod,46,"""Old Cape Cod""",1957
276,,,,,,,,,,,,,,,,,February 1958 (1958-02),,,,,,,,,,,,,,,,,,,,,,,,,The Bobbettes,46,https://en.wikipedia.org/wiki/Mr._Lee_(song),47,"""Mr. Lee""",1957
277,Rock and roll,Rhythm and blues,,,,,,2:28,,,,,,,,,1956,"Vincent Rose, Larry Stock, Al Lewis",,,,,,,,,,,,,,,,,,,,,,,,Fats Domino,47,https://en.wikipedia.org/wiki/Blueberry_Hill_(song),48,"""Blueberry Hill""",1957
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Del-Vikings,48,https://en.wikipedia.org/wiki/The_Del-Vikings,49,"""Whispering Bells""",1957
279,Rhythm and blues,,,,,,,,,,,,,,,,,Dave Bartholomew,,,,,,,,,,,,,,,,,,,,,,,,Fats Domino,49,https://en.wikipedia.org/wiki/Blue_Monday_(Fats_Domino_song),50,"""Blue Monday""",1957
280,Pop,,,,,,,3:34,,,,,,,,,1 February 1958,,,,,,,,,,,,,,,,,,,,,,,,,Domenico Modugno,0,https://en.wikipedia.org/wiki/Volare_(song),1,"""Nel Blu Dipinto Di Blu (Volare)""",1958
